ts_code,chairman,manager,secretary,reg_capital,setup_date,province,city
603866.SH,吴学亮,吴学群,张银安,68015.2702,19970123,辽宁,沈阳市
601828.SH,车建兴,车建兴,郭丙合,390500,20070618,上海,上海市
603306.SH,袁晋清,张初全,陈少琳,30874.0206,20020516,福建,厦门市
603638.SH,宋飞,宋飞,李娇云,59880.9616,20030806,山东,烟台市
603010.SH,高献国,周三昌,钱明均,34662.3324,20000717,浙江,台州市
603949.SH,贺财霖,贺频艳,竺菲菲,20980.61,20020204,浙江,宁波市
605099.SH,王强翔,王强翔,姜世毅,40225.2,20040116,江苏,淮安市
601869.SH,马杰,庄丹,梁冠宁,75790.5108,19880531,湖北,武汉市
603021.SH,许金新,樊春雷,李永建,31994.807,20011229,山东,威海市
603188.SH,许芸霞,卢建平,张丽娜,57600,20060224,江苏,常州市
603399.SH,李立,李立,张韬,51052.3649,20030618,辽宁,锦州市
603661.SH,王江林,王江林,赵时铎,10000,19980403,浙江,湖州市
603239.SH,李起富,金桂云,项青锋,27072,19961125,浙江,台州市
603366.SH,徐新建,万旭昶,刘文玲,80000,19970401,江苏,连云港市
605218.SH,渡边庸一,山口胜,陈兴才,21283.346,20030901,江苏,苏州市
603950.SH,李佐元,李从容,刘网成,23152.2,20011219,湖北,襄阳市
601669.SH,晏志勇,丁焰章,丁永泉,1529903.502,20091130,北京,北京市
603766.SH,涂建华,高勇,邹莎,205354.185,20070608,重庆,重庆市
603726.SH,高炎康,高文铭,陈海波,18565.12,19980309,浙江,宁波市
688179.SH,徐久振,徐久振,赵新安,10093.34,20090316,上海,上海市
601860.SH,汤宇,史文雄,吴飞,366088.8889,20110325,江苏,南京市
603556.SH,周良璋,张仕权,金依,48868.404,20010706,浙江,杭州市
601388.SH,刘凯珉,刘凯珉,高玉兰,220172.6086,20010315,江苏,苏州市
603089.SH,郑念辉,刘勇,陈灵辉,22247.6511,19980820,浙江,台州市
601330.SH,直军,乔德卫,朱曙光,139344,20000329,广东,深圳市
603566.SH,张许科,胡伟,赵锐,32149.6,20020622,河南,洛阳市
688788.SH,刘建德,刘建德,庄丽华,7553.4232,20040227,广东,深圳市
688369.SH,徐石,徐石,陶维浩,7698.9583,20020402,北京,北京市
603324.SH,张伟明,张伟明,张燕,9293.2996,20120615,上海,上海市
603869.SH,张亚东,杨瑞,张炎锋,50450.0508,19860510,广西,北海市
603108.SH,赵伟东,刘辉,张诚栩,57953.6308,19990106,上海,上海市
603080.SH,陈志龙,陈志龙,韦昆,14150,20030423,新疆,喀什地区
603587.SH,马瑞敏,马瑞敏,张俊,48120,20020523,上海,上海市
603580.SH,涂木林,涂国圣,苏仰中,13067.32,19970408,上海,上海市
605188.SH,胡金根,蒋淑兰,翟忠南,49558,20051109,江西,吉安市
601069.SH,何建璋,刘俊,孙建华,63600,20020514,新疆,乌鲁木齐市
603016.SH,赵敏海,赵敏海,杜建平,14816,20081103,江苏,无锡市
603600.SH,张加勇,张加勇,顾钦杭,30251.264,20010427,浙江,湖州市
603690.SH,蒋渊,蒋渊,柴心明,31812.8474,20001113,上海,上海市
603396.SH,李义升,李义升,安爽,10577.9334,20040830,辽宁,营口市
603616.SH,田玉波,田玉波,孙雪,29336,20040707,北京,北京市
603101.SH,朱翔,朱翔,周建林,47040,20080407,新疆,乌鲁木齐市
605008.SH,陶春风,傅建立,白骅,45884.3153,20120615,浙江,宁波市
603388.SH,祝昌人,姚丽花,柴菊竹,28514.206,19991223,浙江,杭州市
603599.SH,黄金祥,黄金祥,黄金祥,46467.9135,20000315,安徽,宣城市
603662.SH,柯建东,柯建东,陈建鹏,16716.0636,20021230,浙江,宁波市
605333.SH,成三荣,金成成,成磊,40100,19970331,江苏,苏州市
603090.SH,钮法清,钮法清,龚少平,10000,20001225,江苏,无锡市
603920.SH,佘英杰,佘英杰,尹嘉亮,40949.52,20050511,广东,江门市
688036.SH,竺兆江,竺兆江,曾春,80000,20130821,广东,深圳市
601258.SH,黄继宏,赵铁流,刘湘华,1022722.507,20030303,河北,唐山市
600903.SH,洪鸣,吕钢,杨梅,113818.5027,20031231,贵州,贵阳市
603909.SH,黄和宾,刘德全,高玮琳,14322.7,19951011,福建,厦门市
603100.SH,吴朋,刘长明,杨利,39500,19991101,重庆,重庆市
603685.SH,何文健,何文健,陆伟,16900,20010108,浙江,嘉兴市
688777.SH,CUI SHAN,CUI SHAN,莫威,49408.4,19991207,浙江,杭州市
603579.SH,林琪,林琪,应建森,14000,20021115,上海,上海市
603619.SH,李春第,张云,石明鑫,40000.01,20030613,上海,上海市
603678.SH,蔡明通,蔡劲军,陈世宗,45985.1746,20071220,福建,泉州市
603268.SH,徐鸣镝,林道藩,李静,12416.88,20020711,广东,潮州市
603881.SH,罗岚,曾犁,林丽霞,23494.7998,20091118,上海,上海市
601368.SH,黄东海,徐斌元,许雪菁,88297.3077,20060914,广西,南宁市
603007.SH,肖姣君,肖姣君,肖杰俊,33571.82,20030415,江苏,镇江市
603214.SH,施琼,施琼,高岷,14263.8216,20050822,上海,上海市
603535.SH,段容文,黄平,黄艳芸,15040,20001024,广东,广州市
603997.SH,王义平,冯巅,李娜,102121.8171,20030711,浙江,宁波市
603086.SH,王现全,门亮,江广同,15849,20020920,山东,滨州市
603336.SH,黄俊辉,黄俊辉,黄暕,33740.2875,19921210,广东,汕头市
688158.SH,季昕华,季昕华,桂水发,42253.2164,20120316,上海,上海市
688059.SH,肖旭凯,肖旭凯,段艳兰,4400.8,20070307,湖南,株洲市
600996.SH,李巍,李巍,黄宗文,105170.2155,20080326,贵州,贵阳市
603722.SH,朱学军,朱学军,常俊,8793.75,19990708,江苏,无锡市
688699.SH,王乐康,李照华,郭王洁,7436.8,20031030,广东,深圳市
688080.SH,李明,李红雨,钟成,5242.8786,20010529,北京,北京市
688516.SH,葛志勇,葛志勇,周永秀,9867,20100201,江苏,无锡市
603880.SH,李平,李平,李菲,22518,19900704,江苏,常州市
603608.SH,李林,倪兼明,杨璐,42889.5467,20040409,广东,广州市
605168.SH,钱俊冬,钱俊冬,李达,6967.78,20030813,陕西,西安市
603353.SH,赵忠,赵忠,曾跃,13338,20050718,湖南,长沙市
603166.SH,黎福超,赵宏伟,张海涛,59201.871,20001228,广西,桂林市
600929.SH,冯传良,王哈滨,刘少华,91775.1148,20111216,湖南,长沙市
603001.SH,王振滔,王进权,翁衡,40098,20011112,浙江,温州市
603955.SH,许峰,许峰,陈沁,13572,19881026,江苏,南京市
603299.SH,吴旭峰,刘正友,高寿松,77437.9748,20010406,江苏,淮安市
603979.SH,王青海,王心宇,吴邦富,58340.8432,20080107,北京,北京市
603033.SH,叶继跃,陈晓宇,顾晨晖,42618.5404,19970829,浙江,台州市
603703.SH,叶利明,叶盛洋,吴秋婷,29861,20030610,浙江,绍兴市
603278.SH,窦勇,郑洪霞,牛海平,28993.3995,20031124,山东,潍坊市
600936.SH,谢向阳,罗勇,张超,167102.6239,20000316,广西,南宁市
603759.SH,费功全,李勇,蒋南,23400,20080307,四川,成都市
688519.SH,包秀银,张东,张柳,23440,20000627,上海,上海市
603613.SH,刘泉,钱晓钧,刘源,23717.2608,20020906,北京,北京市
688177.SH,易贤忠,李胜峰,鱼丹,41408,20030728,广东,广州市
603773.SH,易伟华,徐文军,汪科,9459.5556,20091214,江西,新余市
603318.SH,尚智勇,樊登朝,李启明,40216.2277,20021204,辽宁,大连市
603665.SH,张间芳,张间芳,陈卫丽,15824.2001,20061229,浙江,绍兴市
603901.SH,罗邦毅,吴仁波,张彩芹,43940.7413,20021107,浙江,杭州市
605122.SH,李德志,李德志,杨勇,12311,20030818,重庆,重庆市
601366.SH,徐恭藻,徐瑞泽,张兵,86051.4686,19980122,山东,青岛市
603716.SH,温伟,温伟,刘源,20502.6709,20040223,湖北,武汉市
603659.SH,梁丰,陈卫,韩钟伟,49602.8364,20121106,上海,上海市
603037.SH,杨建刚,侯振坤,黄海,10490.135,20000731,上海,上海市
603738.SH,喻信东,喻信东,黄晓辉,17330.3798,20051104,湖北,随州市
603601.SH,郭茂,LIEW XIAO TONG,谢佳,71936.4051,20070628,重庆,重庆市
688555.SH,林应,林应,应岚,8311,20130115,天津,天津市
603676.SH,张勇,张勇,颜华,42300,20060317,西藏,拉萨市
603305.SH,徐旭东,徐旭东,周小芬,44703.8482,20030825,浙江,宁波市
603506.SH,韩芳,韩芳,赵磊,13412.6985,19940413,浙江,杭州市
603041.SH,孙宇,孙宇,陈青,14089.964,20001124,江苏,南京市
603017.SH,冯正功,张谨,胡义新,27680.7728,19950414,江苏,苏州市
603045.SH,王达武,王达武,崔世泽,13762,19990405,浙江,温州市
688688.SH,井贤栋,胡晓明,周志峰,2569994.1,20001019,浙江,杭州市
603099.SH,王昆,王昆,王昆,26667,20101208,吉林,延边朝鲜族自治州
603220.SH,李六兵,李六兵,陆念庆,33776,19991229,湖北,武汉市
688106.SH,金向华,金向华,龚小玲,48433.34,19991028,江苏,苏州市
603668.SH,陈庆堂,陈庆堂,陈延嗣,33975.7252,20051213,福建,福州市
601899.SH,陈景河,邹来昌,郑友诚,159380.5148,20000906,福建,龙岩市
603977.SH,董家辉,熊旭晴,何骥,55158.1577,20061208,江西,南昌市
600933.SH,张建成,张建成,付龙柱,86008.95,20031208,浙江,宁波市
603699.SH,王保庆,陆斌,卫瀚森,75000,20021114,江苏,苏州市
603717.SH,罗卫国,罗卫国,罗卫国,24179.624,20000621,重庆,重庆市
688026.SH,袁建华,Yuan Ye James,陈长溪,10000,20010411,广东,广州市
603288.SH,庞康,庞康,张欣,324044.3208,20000408,广东,佛山市
688529.SH,董德熙,董德熙,许洋,12800,20020904,辽宁,大连市
605268.SH,王跃斌,王跃斌,陈泽鹏,43600,20050329,浙江,金华市
603327.SH,张景忠,胡俊强,黄卫,40100,20110426,四川,成都市
605338.SH,刘会平,刘会平,钱昌华,24800,20100708,上海,上海市
688619.SH,江文涛,江文涛,余丽梅,18728.8015,20060317,福建,厦门市
603277.SH,周俊杰,朱文伟,鲁灵鹏,41005.5,20030410,浙江,杭州市
603258.SH,胡建平,胡建平,胡建平,24799.3,20080901,浙江,杭州市
603228.SH,刘绍柏,刘绍柏,黄恬,85348.3694,19930309,广东,深圳市
603982.SH,潘龙泉,邓凌曲,刘志文,20141.57,20120319,江苏,南京市
603810.SH,殷凤山,殷平,吴汉存,11623.36,19960912,江苏,盐城市
603915.SH,徐国忠,徐彬,陆一品,47254.74,20130321,江苏,常州市
603106.SH,江浩然,滕飞,王伟,40040,20040512,天津,天津市
601018.SH,毛剑宏,宫黎明,蒋伟,1580741.737,20080331,浙江,宁波市
601678.SH,姜森,姜森,于江,164431.0467,19980521,山东,滨州市
600998.SH,刘长云,刘义常,林新扬,187381.6717,19990309,湖北,武汉市
603838.SH,蔡镇城,蔡镇通,黄奕鹏,32001.6,19970829,广东,潮州市
603721.SH,曾雄,傅冠军,周智,13000,20070413,湖南,长沙市
605337.SH,李国平,朱文秀,程伟忠,15480,19941022,浙江,金华市
603856.SH,倪奉尧,倪奉尧,寻金龙,25641.46,20080121,山东,济宁市
688215.SH,袁峰,袁峰,吕蒙,4004,20091209,浙江,宁波市
688221.SH,谢东,王昌进,高千雅,35976,20130115,江苏,南京市
688233.SH,潘连胜,潘连胜,袁欣,16000,20130724,辽宁,锦州市
603039.SH,韦利东,韦利东,金戈,21718.1494,20010314,上海,上海市
603256.SH,毛嘉明,杜甫,邹新娥,87780,19980813,上海,上海市
688178.SH,刘军,刘军,范凯,8499.7844,20070814,江苏,南京市
688019.SH,Shumin Wang,Shumin Wang,杨逊,5310.838,20060207,上海,上海市
688630.SH,程卓,方林,魏永珍,9059.7552,20150630,安徽,合肥市
601929.SH,王胜杰,高雪菘,孙毅,311111.176,20010509,吉林,长春市
603221.SH,宋正兴,宋锦程,李虹,24000,19991101,江苏,苏州市
603129.SH,赖国贵,赖民杰,周雄秀,13437.82,20031209,浙江,杭州市
603757.SH,韩元富,韩元富,俞文,16758.3,19980107,浙江,台州市
688028.SH,陈继锋,陈继锋,陈焕超,8000,20060831,北京,北京市
603083.SH,Gerald G Wong,Gerald G Wong,谢冲,25222.0566,20060314,上海,上海市
605199.SH,刘景萍,刘景萍,吴莉,40010.8752,20050622,海南,海口市
601225.SH,杨照乾,王世斌,张茹敏,1000000,20081223,陕西,西安市
603096.SH,陈明俊,陈明俊,李全兴,13588.5,20090813,天津,天津市
603005.SH,王蔚,王蔚,段佳国,33934.4764,20050610,江苏,苏州市
688266.SH,盛泽林,盛泽林,高青平,24000,20090318,江苏,苏州市
688520.SH,谢良志,谢良志,唐黎明,43533.5714,20070423,北京,北京市
605066.SH,高天乐,高天乐,周光辉,40411.55,19991029,浙江,温州市
603926.SH,国宁,国宁,周莺,16021.2,20091126,浙江,杭州市
688510.SH,严奇,朱宏大,卫喆,25838.2608,20130130,江苏,无锡市
605369.SH,施慧勇,钟卫峰,金世伟,8000,20090817,浙江,台州市
605050.SH,崔建华,崔建兵,崔倩,43500,20040708,上海,上海市
603602.SH,苏维锋,吴海涛,朱劲龙,20384.4781,20061228,浙江,杭州市
603656.SH,许大红,许大红,黄慧丽,15383.66,20041210,安徽,合肥市
603727.SH,彭文成,彭文成,王新,23419.4352,20020815,天津,天津市
603105.SH,张利忠,张利忠,张健,50000,20080709,浙江,嘉兴市
603778.SH,回全福,回全福,李萍,64285.7142,20021105,北京,北京市
688277.SH,张送根,徐进,黄军辉,41844.2648,20101022,北京,北京市
688196.SH,叶活动,叶活动,郑学东,12000,20011101,福建,龙岩市
603279.SH,姜桂廷,姜桂廷,张大伟,41194.95,20101228,山东,德州市
688513.SH,王颖,袁明旭,王武平,12009,20090601,四川,成都市
605368.SH,陈启勇,陈启勇,赵鑫,46270.2,20021231,河南,驻马店市
603398.SH,吴锭辉,吴锭辉,林卫忠,29638.28,20030818,广东,汕头市
688222.SH,李进,李进,耿世伟,40068,20120222,四川,成都市
603390.SH,陈丽娜,邢映彪,王培森,35168.6984,19940111,广东,广州市
688189.SH,杨文逊,张世喜,黄俊迪,14000,20061227,湖南,长沙市
601838.SH,王晖,王涛,罗铮,361225.1334,19970508,四川,成都市
601997.SH,张正海,夏玉琳,董静,321802.866,19970409,贵州,贵阳市
600926.SH,陈震山,宋剑斌,毛夏红,593020.0432,19960925,浙江,杭州市
600547.SH,李国红,王树海,汤琦,447342.9525,20000131,山东,济南市
600562.SH,李浪平,吴迤,薛海瑛,124185.784,19940628,江苏,南京市
600273.SH,韩建红,汪建平,马现华,143273.0543,19980403,浙江,嘉兴市
600004.SH,邱嘉臣,王晓勇,戚耀明,236671.8283,20000919,广东,广州市
601066.SH,王常青,李格平,王广学,775669.4797,20051102,北京,北京市
600928.SH,郭军,郭军,石小云,444444.4445,19970606,陕西,西安市
601568.SH,刘国强,刘延财,刘建国,361111.1112,20030506,陕西,榆林市
605399.SH,丁建峰,丁冰,梁秋鸿,18400,20060929,江西,九江市
605001.SH,孙汉本,卢芝坤,赵法森,30222,20071008,山东,青岛市
600597.SH,濮韶华,罗海,沈小燕,122448.7509,19961007,上海,上海市
600559.SH,刘彦龙,王占刚,刘勇,89728.7444,19991230,河北,衡水市
600021.SH,胡建东,魏居亮,夏梅兴,261716.4197,19980604,上海,上海市
600026.SH,刘汉波,朱迈进,李倬琼,476269.1885,19960726,上海,上海市
600587.SH,王玉全,王玉全,李财祥,40642.8091,19930418,山东,淄博市
601107.SH,甘勇义,李文虎,张永年,305806,19970819,四川,成都市
688010.SH,何文波,何文波,黄健,15358.1943,20040203,福建,福州市
688218.SH,朱振友,朱振友,朱振友,11734,20111226,江苏,苏州市
688556.SH,张顼,张秀涛,尚华,16185.14,20061020,山东,青岛市
688378.SH,轩景泉,轩景泉,王艳丽,7313.67,20050610,吉林,长春市
688680.SH,李民,李民,李晓昱,8402,20050922,上海,上海市
600595.SH,崔红松,张松江,杨萍,196122.4057,19970128,河南,郑州市
600340.SH,王文学,吴向东,林成红,391372.0342,19930528,河北,廊坊市
600531.SH,杨安国,李新战,苗红强,109024.2634,20000106,河南,济源市
600449.SH,尹自波,王玉林,武雄,47818.1042,19981204,宁夏,银川市
688333.SH,薛蕾,薛蕾,崔静姝,8000,20110706,陕西,西安市
688108.SH,孙箭华,孙箭华,黄凯,41000,20070921,天津,天津市
688129.SH,朱忠敏,朱忠敏,苏爽,12000,20050420,上海,上海市
600507.SH,徐志新,常健,詹柏丹,215595.0223,19990916,江西,南昌市
600438.SH,谢毅,郭异忠,严轲,450154.8184,19951208,四川,成都市
688188.SH,唐晔,卢琳,周荇,10000,20070911,上海,上海市
600505.SH,牟昊,古强,邝伟民,36456.75,19940618,四川,凉山彝族自治州
603826.SH,谢秉昆,谢秉昆,黄甜甜,46800,20051125,福建,福州市
603931.SH,方伟华,方伟华,徐华,10181.55,20011017,浙江,杭州市
605100.SH,徐华东,徐华东,王宏霞,8670,20040408,山东,潍坊市
603203.SH,戚国强,戚国强,苗小鸣,15653.3787,20060628,江苏,常州市
603890.SH,薛革文,薛革文,张振杰,38551.0501,20110823,江苏,苏州市
600375.SH,周建群,刘汉如,李峰,55574.0597,19991212,安徽,马鞍山市
600516.SH,党锡江,张天军,安民,380597.0368,19990118,甘肃,兰州市
600403.SH,任春星,张林,张建强,239081.2402,19980115,河南,三门峡市
600521.SH,陈保华,陈保华,祝永华,145460.8047,20010228,浙江,台州市
600452.SH,杨作祥,马郭亮,周勇,43904,19991229,重庆,重庆市
603758.SH,YUANMING TANG,YUANMING TANG,张华鸣,43879.7049,19950905,重庆,重庆市
688135.SH,黄江,张亦锋,辜诗涛,13640,20100210,广东,东莞市
601880.SH,魏明晖,孙德泉,王慧颖,2262342.945,20051116,辽宁,大连市
688183.SH,邓春华,张恭敬,唐慧芬,83182.1175,19850802,广东,东莞市
600397.SH,邹爱国,金江涛,彭金柱,98995.9882,19991230,江西,萍乡市
600525.SH,吴启权,吴启权,顾宁,130577.5152,19860627,广东,深圳市
600031.SH,梁稳根,向文波,肖友良,848405.8376,19941122,北京,北京市
600030.SH,张佑君,杨明辉,王俊锋,1292677.603,19951025,广东,深圳市
688289.SH,戴立忠,戴立忠,彭铸,40000,20080423,湖南,长沙市
688118.SH,刘亚东,司建伟,逯亚娟,9540,20030326,上海,上海市
605318.SH,沈正华,沈正华,王勤峰,12917.1152,20070326,浙江,嘉兴市
688090.SH,孙志强,孙志强,陈雅依,6736.0588,20120808,广东,广州市
688677.SH,郑安民,郑耀,汪方华,8698,20030611,山东,青岛市
603938.SH,孙任靖,万柏峰,么大伟,15016.66,20061020,河北,唐山市
603076.SH,黄粤宁,黄粤宁,吴再红,8621.5246,19980915,浙江,宁波市
605377.SH,张延成,张延成,陈蕾,20386.67,20091230,浙江,杭州市
600352.SH,阮伟祥,阮伟祥,姚建芳,325333.186,19980323,浙江,绍兴市
600114.SH,朱志荣,朱志荣,严丰慕,61638.9397,19940711,浙江,宁波市
600470.SH,陈胜前,马健,邢金俄,52160,20001228,安徽,铜陵市
605288.SH,周荣清,周殊程,陆晓波,5050.04,19920827,江苏,常州市
605179.SH,朱立科,朱立群,林益雷,40100,20050913,浙江,温州市
688357.SH,李建波,李朝峰,李怡丹,5782,19980727,河南,洛阳市
603879.SH,陈翔,徐伟达,朱水宝,27938.88,20111010,福建,泉州市
600462.SH,肖自然,肖自然,肖自然,58385,19981030,广东,深圳市
600515.SH,鲁晓明,陈德辉,黄尔威,390759.246,19930512,海南,海口市
600980.SH,韩龙,卢世杰,冉红想,15414.283,20000906,北京,北京市
600517.SH,谭真勇,谭真勇,牛希红,571843.5744,19971114,上海,上海市
688288.SH,何军强,何军强,吕慧华,10000,20090611,浙江,杭州市
688092.SH,方云科,方云科,王鹏,5915.8392,20050311,浙江,杭州市
603139.SH,王延岭,王延岭,杨瑾,9988,20091224,陕西,咸阳市
688155.SH,潘延庆,王颖琳,徐强,7563.0036,20070328,上海,上海市
688389.SH,刘先成,胡明龙,王红,42220,20080116,广东,深圳市
600990.SH,陈信平,张春城,王向新,15917.911,20000818,安徽,合肥市
600370.SH,卞惠良,卞永刚,俞红霞,365716.6407,19940613,江苏,无锡市
600584.SH,郑力,郑力,吴宏鲲,160287.4555,19981106,江苏,无锡市
